id,user_id,currency
532c12466b4b1bb93c9ac9b7916bf2864eb988db167d403d1ef9841b008aa9f6,f063424c55e0e3f5fe33e0c7cf0ed3eb645b0124e70dc37a6a519354f7c5a055,LTC
083c89adb1b85955685204b3c43eee02b2c49a0c32bede4e1ac332294325c37b,cd9ee89fa05f8be6b6b8c4fb46c298c0758e9f878cc9d0dea53aac2602cb22ac,ETH
79334406257d9e1243514b25fdea718f9968312830a0411a5c709cf657554f27,9a61672fd8e8d02976a60bbb1e98e637ca1ef6ea21cecce94c202c4b6a041206,XBT
6aab9ef135b10d51fcece93fa9cb65dc4201d1e7a79c0602ec9500f99843a762,9af41b84c0500648afb96e28fe45dc84782febbbc743ba7bce6bd61bd5ab0467,ETH
5116e0ba0f6bba37c877af04b66a404b7bfb0e0d11a3e2d63367d281634ba14e,556dd19dfef67cd89f2c79d17beca741207c96f4b87d7ddcb59cb164d2166138,ADA
6bd0b055351529deee961f9c9a4646a78d22f038daf228a37b69c1af826967cd,a0c47c9a21cc3ee29a84207f4f10a1894e655dbc7828a2a67ad2d8362007e3dd,ZAR
43525b1be17e5651100aeb0979fce0ce16a379225fa224291251e7e93f8daf84,2fa7b962c901a84bc2b3274a4fabd3449537b96289a616c17a293082f9f5d55f,XBT
6439eb858b1337522d3eb8cf943904a1a9ac0bac4a716facbb26c48e1a66a50e,deb3e6559039b420f107e06f73673951752c64339ffff2e81941aaa4c63beaaf,ETH
27136c66e9a325bb18c977855450943c84a0a8f8c25d026303a01bfe98f8debb,24a9fa84850c3a0f115b76c5aa4ed1e3666638ba9b4f2e1af736f9db700ac1c6,DOT
ce8ed98c7b1af7b54bbcdfe6b6c894dc685c9f9cba211b54a108a32b10e681de,b10dc7e6555ed2d984ea0632824b4a3e794102f5b8c866e7921e12f9220f7814,XBT
621896c0194f7510cef0a43dac9852916ba45ffcf02f970111b9ca66b646f396,43db4e14317dababcb753a5ad3235c179e7a7b2d0e50e34769b1bb77ec853f3c,XBT
a4fc909e674c631c7db0cc98ae5a7134c07faf796b71e38e9db59a58c435bb55,e2eb871aa77d5b2952ea8a5c6a5df5b174e7c8a0f857c054996223e4df5645f4,NEAR
f8f13fb61000251539d18200816d23554990133dcbe92b59d97e275704fd6577,af7e97887ff8d47a83fa2a1196b6830175e6cc496cd10a7d788d7b988a070b6d,ZAR
1146f484076365075f635d292a27b6ae819410999fa26a47119453aeb6436927,4592f74653534f8b1cc1c6f9d211ccbb79a002875b57d69dd386fca658f80f64,XRP
90ec2eb907af9568fa98de6249018e624664129b43795921551b37e35a31fa00,af7e97887ff8d47a83fa2a1196b6830175e6cc496cd10a7d788d7b988a070b6d,LINK
872ebc385483475865d6f652843e6247ef36182033c5d952daac1ed77f5271bb,57805b018b69329ec02bf9d135af4400acd5272700182e881d69c9f1c99bddb9,BCH
556ae781ca412c5ff020ab0c94981dc9cb8b6b262cf69f497c38a4901be18510,986d8862c6d64db3c0d3ddeedc7bca12500245b7230e2c8165b5e1f3e32689a4,NGN
ff5ea683f788dcc4be40d6023bdfb5cc2091b738b93fab91367d08c61535aa42,2463798aa4cc78746f769582d50ac78bec5ff52069aca410fd94580dca865be9,XBT
298044d70fea44e8d9c0bc269107262d5a0c5cbd02fad3baf4b8149ac49ffe9c,d9ffea1a85f88b07eb27d657e67be8606d388c8cec1d13a3e92e6e610e2a827f,SNX
689b0ffd354d2cb9516c283211416d4ba1723ba647a6430232806231f641ba2a,1ed958bf7876de2545a7c4b3d47b1e8555e8f7ee48a22b1ec12d8a75907e0c7a,ETH
9c6bf1186194f1b6812a13312bdb49da3d206159d563788b82db663c1dbcc6d3,730e76843089ef41357c1cb76ee9c08216dc2477bc6348a8053b069f8412c95a,BCH
f7f72406f619ffc6ddc274bc9789a0af490558a770f8f3b5387b93b3be5c4beb,00c4aa7db07dfc771a6a5388b4b7b854e1cffbb7c8d5a4b7797d3787a9fa1bd5,ZAR
e06703d31f643332d8906b7e2301af2cb91d302ea39bfbd401f5148f68d4044a,72d5d58a355c9d6f4794819413f0708f7bfda271c900a8f426eb5fd7aba8b9f2,SOL
6f8931569e8cadafb18d5f483b16eeb8ec6f1e4bedcfd6b5a13e061ac67799d5,4ed7bcd84c2029e93267331325f95f56f5b1c649a9deb5401d99f3ed598fc198,ZAR
0160425f87227a80155bd47a739341e8526d30f6717cf011c598047febfd192f,36041d1618b239b4cb389dc1cc0052b32c7bd2ef2240807cefe1d7f0a8719c0a,UNI
c30cc31ef7b1a71d8ed4869af63a6caf2eb523fbfd023aa2feb573aee6efc1ed,5ebe9780601b51a7ef828500fc0e76e9c136469dcac78a04fde2c391c42cbab9,XRP
2852773e99be263b31798805e1012d45d9f94ac8cca0828527b830998822142a,f32aa639cdd69d92321f1f8b218cda04975e82e0f6d79501ef6c6b66077081e8,ZAR
0315e5723f3accbe1d8e1044542d00dbe551611bd6b7f19694d19d9832550344,e2eb871aa77d5b2952ea8a5c6a5df5b174e7c8a0f857c054996223e4df5645f4,AAVE
5c952a2b7323e44404cefc6a478eb791b4a0022b943dab8d0f8fb3171fd2fa68,18610a73588c859a26e68634713b203baefae61a0c0fd16c4cd1ed14b675b2b1,LTC
c8f9acb008c7caae4769869c0a2a6d0c99993fb9a3de53992610940b491627a6,cd9ee89fa05f8be6b6b8c4fb46c298c0758e9f878cc9d0dea53aac2602cb22ac,ETH
f81285aa7e6a33481525c0a2e73a19d3c5ee8cb91b1763dc4179c6d48f6d5e60,2c14b9f475a39bba5dbe314d7f2a08ec9342d374c4624356b1c6eeb49eaf3c3c,MYR
055b4cf9003a884cdafa600d69456079137c8cfd60d0a99548acf5c38f6a0d08,6bc324cd1804dcd11db4be9a4f178c7274b7353fe281476f13a24d0d7423da8b,ETH
b00060cf6287d717739f41a24c591b5fc8f70a3bb02602cdb8d07cb1d9a20996,bc35644b08a234501e398ea1c0acbf23580032c207fc10068c946ca1259221da,LTC
fd74823385ddb2d1ccd4b8e1b70e0f6f583fd8a45f64f5f428a6b6b7613aa1e9,ff58c49a64eda8055f1ef53200ce05dcf4390d8d5174bdb871634b5d6567ecd7,XRP
49c0106e7e65dd98d99d68698ecccb8c47c025d4a51f914ace25466a46c049f9,d6f4f2e39b4545808af0b95e6cf68e342034e9021f7a9b2b2e9eb1884b10c7f2,LINK
c19433cbbf45f53fcfa8aaf4c400d79e5de5d57ba6d19144531bffaeb3328efc,d9ffea1a85f88b07eb27d657e67be8606d388c8cec1d13a3e92e6e610e2a827f,HBAR
d274acfd8fbd05a76e91f38b53302e4a8b8a0c1e06518f4b07f33ed97f69953f,1ed958bf7876de2545a7c4b3d47b1e8555e8f7ee48a22b1ec12d8a75907e0c7a,MYR
1f426a5372e4a05143ad7dce6d1db3f90282b514e461ebd1868bbb66424f000c,8a8a62a0f1323a5ec5f206b22b858acbd7cbb617170ff5f5c4c244b779434a3b,ARB
